ആർക്ക෠പ്പം	ആർക്ക്+ഒപ്പം
രහിത	രം+ഇത
തീവെട്ട෕ക്കൊള്ള	തീവെട്ടി+കൊള്ള
ആദ്ළപരീക്ഷ	ആദ്യ+പരീക്ഷ
അണ്ട෕ത്തോട്	അണ്ടി+തോട്
നി෈ത്തോട്	നില+തോട്
സාസിക	സഹ+അസിക
ഇരുട്ടණറ്റി	ഇരുട്ട്+അകറ്റി
കണ്ണฑനായർ	കണ്ണൻ+നായർ
കൈവര෕യുള്ള	കൈവരി+ഉള്ള
ചെണ്ඵപ്പുറത്ത്	ചെണ്ട+അപ്പുറത്ത്
രഹസ്ළത്തെളിവുകൾ	രഹസ്യ+തെളിവുകൾ
ഇടവരുത്ത෕വാക്കിന്റെ	ഇടവരുത്തി+വാക്കിന്റെ
അവസ്රയൊന്നും	അവസ്ഥ+ഒന്നും
പ്രതിഷേලസംഗമവും	പ്രതിഷേധ+സംഗമവും
സി඾ാറിൽ	സിന+ആറിൽ
ആലോ෈ിച്ച	ആലോല+ഇച്ച
നടപട෕യെയും	നടപടി+എയും
തൊഴില෣നിയമം	തൊഴില്+നിയമം
സ്෋ാധി	സ്വ+ആധി
അന്തහായി	അന്ത+മായി
വ්ക്കിൽ	വഴക്ക്+ഇൽ
ഗർഭിണ෕യാവുന്നു	ഗർഭിണി+ആവുന്നു
കാരണ඘പണ്ട്	കാരണം+പണ്ട്
പിള്෉രാജേഷ്	പിള്ള+രാജേഷ്
മറ്റ෠ന്ന്	മറ്റ്+ഒന്ന്
പരാജിයരും	പരാജിത+അരും
കുറ്റහാക്കുന്ന	കുറ്റം+ആക്കുന്ന
വിവക്෍യിൽ	വിവക്ഷ+ഇൽ
തുടങ്ങ෕യവരെ	തുടങ്ങി+അവരെ
നിയമහില്ലല്ലോ	നിയമം+ഇല്ലല്ലോ
അമിത෣ഭായി	അമിത്+ഭായി
അവෆവളെ	അവര്+അവളെ
തീയ෗ണ്ടാക്കുന്നു	തീയ്+ഉണ്ടാക്കുന്നു
പറഞ്ഞ෗ഭാരത	പറഞ്ഞു+ഭാരത
ആറ്റുණാല്	ആറ്റുക+ആല്
കളിച്ച෗വളര്ന്നു	കളിച്ചു+വളര്ന്നു
കഫොയിൽ	കഫ്+എയിൽ
ഒෆടയാളം	ഒർ+അടയാളം
ചുട෈വരെ	ചുടൽ+അവരെ
തിര෗നിഴൽ	തിരു+നിഴൽ
അവരി෈ുടെ	അവരിൽ+ഉടെ
വട്ඵക്കണ്ടി	വട്ട+കണ്ടി
പുള෕ക്കൻ	പുളി+കൻ
ഇതിനെല്ലാമപ്പ෗റം	ഇതിനെല്ലാം+അപ്പുറം
കിംവദന്ത෕യായി	കിംവദന്തി+യായി
വല෕വും	വലിവ്+ഉം
തඵയിട്ടു	തട+ഇട്ടു
ഒൻപതിന෣മേൽ	ഒൻപതിന്+മേൽ
നായฒതറവാട്ടിൽ	നായർ+തറവാട്ടിൽ
ദില്ല෕യേക്ക്	ദില്ലി+ഏക്ക്
മുഖ്ළകണ്ണി	മുഖ്യ+കണ്ണി
മാതൃණയെയും	മാതൃക+എയും
പുകവല෕ക്കൊപ്പം	പുകവലി+കൊപ്പം
അടിവෆയിടുന്നു	അടിവര+ഇടുന്നു
ക്രമീകരിക്കുന്നයിന്	ക്രമീകരിക്കുന്ന+തിന്
പരിധ෕പോരെ	പരിധി+പോരെ
ഒരുക്കුം	ഒരുക്ക്+ആം
പുത෗പ്രതീക്ഷ	പുതു+പ്രതീക്ഷ
വരുമാനහാകട്ടെ	വരുമാനം+ആകട്ടെ
ഭവനහായ	ഭവനം+ആയ
പ്രതികരണ඘മാതൃഭൂമി	പ്രതികരണം+മാതൃഭൂമി
രച඾ക്കായി	രചന+കായി
കൂട෕യുൾപ്പെടുന്ന	കൂടിയ+ഉൾപ്പെടുന്ന
പാരിമാണിණമായ	പാരിമാണികം+ആയ
മതേതരമുഖ඘മൂടി	മതേതര+മുഖംമൂടി
മാതൃഭൂമ෕വിദ്യ	മാതൃഭൂമി+വിദ്യ
ശ്෋സി	ശ്വ+സി
പെരുവിര෈ില്	പെരുവിരൽ+ഇല്
അപ്പ෗റവും	അപ്പ+ഉറവും
ജനപ്രതിനിധ෕കളും	ജനപ്രതിനിധി+കളും
അഹസฑ	അഹസ്+അൻ
പൊത෗വായിൽ	പൊതു+വായിൽ
നയහുള്ള	നയം+ഉള്ള
വൈദ്യ඾െന്ന്	വൈദ്യൻ+എന്ന്
തിരിച്ച෗പോരും	തിരിച്ചു+പോരും
ബാധകහാകാത്ത	ബാധകം+ആകാത്ത
അളവ෣താഴെ	അളവ്+താഴെ
ഇന്ത്ළക്കാരും	ഇന്ത്യ+കാരും
സാന്നിധ്യහുറപ്പിക്കുന്നു	സാന്നിധ്യം+ഉറപ്പിക്കുന്നു
താങ്ക෉ുടെ	താങ്കൾ+ഉടെ
അറസ്റ്റിณമഴ	അറസ്റ്റിൽ+മഴ
സ്ഥിത෕യെന്ന്	സ്ഥിതി+എന്ന്
ഗോപ෕പരിസ്ഥിതി	ഗോപി+പരിസ്ഥിതി
ധർമിഷ്ഠ඾ായി	ധർമിഷ്ഠൻ+ആയി
എല്ലാന෕യന്ത്രണവും	എല്ലാ+നിയന്ത്രണവും
മാറ෕വടക്കൻ	മാറി+വടക്കൻ
ഓയൂෆില്	ഓയൂർ+ഇല്
സ്෋കാര	സ്വക+ആര
ഇലഞ്ഞ෕പ്പുറം	ഇലഞ്ഞി+പുറം
ജനයക്കുണ്ട്	ജനത+കുണ്ട്
വിജയහോൾ	വിജയം+ഓൾ
സഹ඲രേ	സഹജ+രേ
എന്തെല്ലാහെന്നു	എന്തെല്ലാം+എന്നു
ഉയര്ന്ന෗വന്നു	ഉയര്ന്നു+വന്നു
പന്നณച്ചെടി	പന്നൽ+ചെടി
അജ്ഞാന෕ക്കോ	അജ്ഞാനി+കോ
നിലහൊരുക്കും	നിലമ+ഒരുക്കും
അധികരിക്കുණയും	അധികരിക്കുക+ഉം
ആണ෋യുദ്ധം	ആണവ+യുദ്ധം
സാധ്യයയുള്ളതിനെ	സാധ്യത+ഉള്ളതിനെ
വൈദ്ළന്റെ	വൈദ്യ+അന്റെ
ചെലുത്തුൻ	ചെലുത്ത+ആൻ
ഗූതാനന്ദനെ	ഗീത+ആനന്ദനെ
ജലപദ്ധത෕കളും	ജലപദ്ധതി+കളും
പക്ഷ෕നിരീക്ഷക	പക്ഷി+നിരീക്ഷക
അത෠ന്നും	അത്+ഒന്നും
ദർശനහരുളുന്ന	ദർശനം+അരുളുന്ന
യാഥാർഥ്യහായിട്ട്	യാഥാർഥ്യം+ആയിട്ട്
മയി෈ാടും	മയില+ആടും
അതෝനിങ്ങളെ	അതേ+നിങ്ങളെ
തമ്പ෕ൽ	തമ്പ്+ഇൽ
വ്യക്ത෕യത്രേ	വ്യക്തി+അത്രേ
മാസപ്പട෕യായി	മാസപ്പടി+ആയി
ബാക്ക෕യുണ്ട്	ബാക്കി+ഉണ്ട്
അലറ෕വിളിച്ചു	അലറി+വിളിച്ചു
പുത෗ചാമ്പ്യന്	പുതു+ചാമ്പ്യന്
വ෕ശക്കും	വിശ+അക്കും
അനුത്മാവ്	അൻ+ആത്മാവ്
വഞ്ച෕യിൽ	വഞ്ചി+ഇൽ
പ്രളയ඘മൂലം	പ്രളയം+മൂലം
മധ്യෝയാന്	മധ്യേ+ആന്
ഒෆൗൺസ്	ഒർ+ഔൺസ്
രാമ඾ായും	രാമ+നായും
ഇങ്ങനොവേണം	ഇങ്ങനെ+വേണം
അടിത്ത෇യാവില്ല	അടിത്തറ+ആവില്ല
വെട෕ക്കട്ട്	വെടി+കട്ട്
ഒෆേട്	ഒർ+ഏട്
പ്രതിജ്පയെടുക്കുന്ന	പ്രതിജ്ഞ+എടുക്കുന്ന
റിഹേഴ്സ෈ിൽ	റിഹേഴ്സൽ+ഇൽ
വരണහെങ്കില്	വരണം+എങ്കില്
ശീവേല෕പ്പുര	ശീവേലി+പുര
നാടණമത്സരവും	നാടക+മത്സരവും
താෆസംഘടന	താര+സംഘടന
ചരിത്രാതീයകാലത്ത്	ചരിത്രാതീത+അകാലത്ത്
കരഞ്ഞ෗വൈ	കരഞ്ഞു+വൈ
കാപ്പ෕ചായ	കാപ്പി+ചായ
യുക്തിവാദ෕കളുടെ	യുക്തിവാദി+കളുടെ
മട෕തട്ടിൽ	മടി+തട്ടിൽ
അമ്പനුടൻ	അമ്പ+നാടൻ
കാ෈മുഖ	കാല+മുഖ
അംഗീകരിക്കപ്പെട്ඵതിന്റെ	അംഗീകരിക്കപ്പെട്ട+അതിന്റെ
അവശിഷ്ടහുള്ള	അവശിഷ്ടം+ഉള്ള
മധ്യහപാണ്ഡവനായ	മധ്യമപാണ്ഡവൻ+ആയ
ശ്രമහെങ്കില്	ശ്രമം+എങ്കില്
അപേക്෍സൗഭാഗ്യം	അപേക്ഷ+സൗഭാഗ്യം
ത෈ോടുന്നു	തല+ഓടുന്നു
കുട෕വെ	കുടി+വെ
കടു඘ചുവപ്പ്	കടും+ചുവപ്പ്
കോ්വിവാദവും	കോഴ+വിവാദവും
വേണ്ඵെന്നേ	വേണ്ട+എന്നേ
കുഞ്ഞෘട്ടി	കുഞ്ഞ്+ഊട്ടി
സാധ്യයകേരളത്തിലെ	സാധ്യത+കേരളത്തിലെ
എന്ന෗പ്രതികരിക്കുന്ന	എന്നു+പ്രതികരിക്കുന്ന
സ്ഥിത෕കൾ	സ്ഥിതി+കൾ
അദില෕യ	അദ+ഇലിയ
സഹൃദළയാക്കുന്നു	സഹൃദയ+ആക്കുന്നു
ഇറച്ച෕ക്കു	ഇറച്ചി+കു
ശുഷ്കാന്ത෕യാണ്	ശുഷ്കാന്തി+ആണ്
എ඘വസന്ത	എം+വസന്ത
ഏകാധിപത෕മാരുടെ	ഏകാധിപതി+മാരുടെ
യുക്ത෕യില്ലാതെ	യുക്തി+ഇല്ലാതെ
എല෕പ്പാറ	എലി+പാറ
പ്രാപ്යിക്കും	പ്രാപ്ത+ഇക്കും
നടത്යയത്	നടത്ത+യത്
വാചകහടി	വാചകം+അടി
വയ඾ാട്ടിന്	വയൻ+ആട്ടിന്
നെല്ലര෕യാണ്	നെല്ലരി+ആണ്
ദുരാരോഹහായ	ദുരാരോഹ+മായ
കിള്ള෕ക്കാവ്	കിള്ളി+കാവ്
പ്രවതി	പ്ര+പതി
എവിടොയാണെങ്കിലും	എവിടെ+ആണെങ്കിലും
ഭവനහാണ്	ഭവനം+ആണ്
ഉത്തരහായ	ഉത്തരം+ആയ
കോടෝരി	കോട+ഏരി
ആഖ്യാതാവ෕ന്	ആഖ്യാതാവ്+ഇന്
പണ඘കൊണ്ട്	പണം+കൊണ്ട്
ഗුലൻ	ഗാ+ലൻ
അഴിമുഖത്തුയി	അഴിമുഖത്ത്+ആയി
ചാലകහായി	ചാലക+മായി
വെള്ളහുള്ള	വെള്ള+മുള്ള
ജാത෕സംരക്ഷണവും	ജാതി+സംരക്ഷണവും
പോ෉ിനി	പോൾ+ഇനി
അවൂയി	അപ+ഊയി
ചോ෉പുരം	ചോള+പുരം
ചുമത෈ക്കാരുടെ	ചുമതല+കാരുടെ
തണ്ണീฒതടങ്ങൾ	തണ്ണീർ+തടങ്ങൾ
ആലു඘ചുവട്	ആലും+ചുവട്
പ്രായ඘തുടർന്ന്	പ്രായം+തുടർന്ന്
ബാക്ക෕യുണ്ടാകുക	ബാക്കി+ഉണ്ടാകുക
കുഞ്ഞപ്പฑനായർ	കുഞ്ഞപ്പൻ+നായർ
ജേതാവුകുന്ന	ജേതാവ്+ആകുന്ന
കടന്ന෗കയറ്റവും	കടന്നു+കയറ്റവും
ഹെഡ෣ലോഡ്	ഹെഡ്+ലോഡ്
കൊട෗വെളിയൻ	കൊടുവ്+എളിയൻ
അനുഭവിക്കുന്ന෗ഉള്ളില്	അനുഭവിക്കുന്നു+ഉള്ളില്
ശ്രേണ෕കൾ	ശ്രേണിക+അൾ
അനുവദിക്കുന്ന෗ജൂൺ	അനുവദിക്കുന്നു+ജൂൺ
തമിഴණവും	തമിഴ്+അകവും
മാറ෕യത്	മാറി+യത്
നട෗ഭാഗം	നടു+ഭാഗം
സ്നേഹහായി	സ്നേഹം+ആയി
തുടങ്ങ෕ല്ല	തുടങ്ങ്+ഇല്ല
മുച്ചിറ෕യുടെ	മുച്ചിറി+ഉടെ
ആණാൻ	ആക+ആൻ
പാണ്ട඾്റെ	പാണ്ട്+അന്റെ
അച്ചුറും	അച്ചാറ്+ഉം
റാඹത്ത്	റാണ+അത്ത്
ത෈പത്ത്	തല+പത്ത്
കവർച്ධയും	കവർച്ച+ഉം
അങ്ങാട෕ക്കടവിൽ	അങ്ങാടി+കടവിൽ
ചുണ്ണാമ്പුണ്	ചുണ്ണാമ്പ്+ആണ്
ആക്രമണ඘മീനങ്ങാടി	ആക്രമണം+മീനങ്ങാടി
അപകട඘മെഡിക്കല്	അപകടം+മെഡിക്കല്
വിട്ඵശേഷവും	വിട്ട+ശേഷവും
കോട്ඵകുന്നിന്റെ	കോട്ട+കുന്നിന്റെ
പരമേശ്വര඾ോട്	പരമേശ്വരൻ+ഓട്
കദුരം	കദ്+ആരം
കൈമ෉ുടെ	കൈമൾ+ഉടെ
യവ඾സുന്ദരന്	യവന+സുന്ദരന്
ദൃശ്ළതേ	ദൃശ്യ+തേ
മത෌ക്തി	മത+ശക്തി
നടുമിന്ന෈്	നടു+മിന്നല്
ഒര෗രാഷ്ട്രീയ	ഒരു+രാഷ്ട്രീയ
കുന്നฑചാള	കുന്നൻ+ചാള
എണ്ඹപര്യവേക്ഷണവും	എണ്ണ+പര്യവേക്ഷണവും
എക്സിക്യൂട്ടീവായിණ്കൊണ്ട്	എക്സിക്യൂട്ടീവ്+ആയിക്കൊണ്ട്
പുള෕ക്കൊപ്പം	പുളി+കൊപ്പം
